,Gender,Military,Ethnicity
3488,Female,N,Black or African American
3489,Female,N,White
3490,Male,N,White
3491,Male,N,White
3492,Male,N,White
3493,Male,N,Two or More Races
3494,Male,N,Black or African American
3495,Male,N,White
3496,Female,N,White
3497,Male,N,White
3498,Female,N,White
3499,Male,N,White
3500,Female,N,White
3501,Male,N,White
3502,Male,Y,White
3503,Male,N,White
3504,Female,N,Black or African American
3505,Male,N,Black or African American
3506,Female,N,Black or African American
3507,Female,N,Non Resident Alien
3508,Male,Y,White
3509,Female,N,Two or More Races
3510,Female,N,Two or More Races
3511,Male,Y,Asian
3512,Female,N,Hispanic/Latino
3513,Male,N,White
3514,Female,N,White
3515,Female,N,White
3516,Male,N,White
3517,Female,N,Black or African American
3518,Male,N,American Indian/Alaska Native
3519,Female,N,White
3520,Male,N,White
3521,Female,N,White
3522,Male,N,White
3523,Female,N,Black or African American
3524,Female,N,Hispanic/Latino
3525,Female,N,White
3526,Female,Y,White
3527,Female,Y,White
3528,Female,N,White
3529,Male,N,Black or African American
3530,Female,Y,White
3531,Female,N,White
3532,Female,N,White
3533,Female,N,White
3534,Male,N,White
3535,Female,N,Black or African American
3536,Male,N,White
3537,Female,N,White
3538,Male,N,
3539,Female,N,Hispanic/Latino
3540,Male,N,Black or African American
3541,Female,N,White
3542,Female,N,White
3543,Female,N,Non Resident Alien
3544,Male,N,Black or African American
3545,Female,N,White
3546,Female,N,Hispanic/Latino
3547,Female,N,White
3548,Female,N,White
3549,Female,N,White
3550,Male,N,White
3551,Male,N,White
3552,Male,N,White
3553,Female,N,Hispanic/Latino
3554,Female,N,Hispanic/Latino
3555,Male,N,Black or African American
3556,Male,N,White
3557,Female,N,White
3558,Female,N,Hispanic/Latino
3559,Female,N,White
3560,Male,N,Black or African American
3561,Male,N,White
3562,Male,N,White
3563,Male,N,Hispanic/Latino
3564,Male,N,White
3565,Female,N,Hispanic/Latino
3566,Female,N,Hispanic/Latino
3567,Female,N,White
3568,Male,N,Black or African American
3569,Female,N,White
3570,Female,N,White
3571,Female,N,Hispanic/Latino
3572,Male,N,Black or African American
3573,Female,N,White
3574,Female,Y,White
3575,Female,N,Hispanic/Latino
3576,Female,Y,White
3577,Female,N,Black or African American
3578,Female,N,White
3579,Female,N,White
3580,Male,N,Black or African American
3581,Male,N,White
3582,Male,Y,White
3583,Male,N,White
3584,Male,N,White
3585,Male,N,White
3586,Male,Y,White
3587,Female,N,White
3588,Female,N,Hispanic/Latino
3589,Male,N,White
3590,Male,N,
3591,Male,N,White
3592,Male,N,Hispanic/Latino
3593,Female,N,Two or More Races
3594,Male,N,White
3595,Female,N,Native Hawaiian/Pacific Islander
3596,Male,N,Hispanic/Latino
3597,Female,N,Two or More Races
3598,Male,N,White
3599,Female,N,White
3600,Male,N,White
3601,Male,N,White
3602,Male,Y,White
3603,Female,N,Hispanic/Latino
3604,Female,Y,Hispanic/Latino
3605,Female,N,White
3606,Male,N,Hispanic/Latino
3607,Female,N,Two or More Races
3608,Female,N,White
3609,Female,N,White
3610,Female,N,White
3611,Female,N,American Indian/Alaska Native
3612,Female,N,Asian
3613,Female,N,Asian
3614,Male,N,Hispanic/Latino
3615,Female,N,Asian
3616,Male,N,White
3617,Female,N,Black or African American
3618,Male,N,White
3619,Female,N,White
3620,Male,N,Hispanic/Latino
3621,Female,N,Non Resident Alien
3622,Male,N,Non Resident Alien
3623,Male,N,Hispanic/Latino
3624,Male,N,White
3625,Female,Y,Black or African American
3626,Male,N,White
3627,Female,N,White
3628,Female,N,Black or African American
3629,Female,N,Hispanic/Latino
3630,Male,N,White
3631,Female,N,White
3632,Male,N,Black or African American
3633,Female,N,White
3634,Male,N,White
3635,Female,Y,Black or African American
3636,Male,Y,Hispanic/Latino
3637,Female,N,White
3638,Female,N,White
3639,Female,N,White
3640,Male,N,White
3641,Male,N,White
3642,Male,N,Hispanic/Latino
3643,Male,N,White
3644,Male,N,White
3645,Female,N,White
3646,Female,N,White
3647,Male,N,Black or African American
3648,Female,N,White
3649,Female,N,White
3650,Female,N,White
3651,Female,N,White
3652,Female,N,Black or African American
3653,Male,Y,White
3654,Female,N,Hispanic/Latino
3655,Female,N,White
3656,Male,N,White
3657,Female,N,White
3658,Male,N,White
3659,Male,N,White
3660,Male,Y,White
3661,Male,N,White
3662,Female,N,White
3663,Female,N,White
3664,Male,N,White
3665,Female,N,White
3666,Female,N,Hispanic/Latino
3667,Female,N,White
3668,Male,N,White
3669,Female,N,Asian
3670,Female,N,White
3671,Female,N,White
3672,Male,N,Hispanic/Latino
3673,Female,N,White
3674,Female,N,White
3675,Female,Y,Hispanic/Latino
3676,Female,N,White
3677,Female,N,White
3678,Female,N,Hispanic/Latino
3679,Female,N,White
3680,Female,N,Black or African American
3681,Female,N,White
3682,Female,N,White
3683,Female,N,White
3684,Female,N,White
3685,Female,N,White
3686,Female,N,Hispanic/Latino
3687,Female,N,White
3688,Female,N,White
3689,Female,N,Non Resident Alien
3690,Male,N,White
3691,Female,N,White
3692,Female,N,Hispanic/Latino
3693,Female,N,White
3694,Female,N,White
3695,Female,N,White
3696,Female,N,White
3697,Female,N,White
3698,Female,N,Black or African American
3699,Male,N,White
3700,Female,N,White
3701,Female,N,Asian
3702,Female,N,Hispanic/Latino
3703,Female,N,Black or African American
3704,Female,N,Hispanic/Latino
3705,Female,N,Hispanic/Latino
3706,Female,N,White
3707,Female,N,White
3708,Male,N,Hispanic/Latino
3709,Female,N,White
3710,Female,N,White
3711,Female,N,White
3712,Male,N,Hispanic/Latino
3713,Female,N,White
3714,Female,N,Not Available
3715,Female,N,Hispanic/Latino
3716,Male,N,White
3717,Female,N,White
3718,Female,N,White
3719,Female,N,White
3720,Male,N,Asian
3721,Male,N,White
3722,Male,N,White
3723,Female,N,Hispanic/Latino
3724,Female,N,Hispanic/Latino
3725,Female,N,Hispanic/Latino
3726,Female,N,Hispanic/Latino
3727,Male,Y,Two or More Races
3728,Male,Y,White
3729,Male,N,White
3730,Male,N,White
3731,Male,N,White
3732,Male,N,White
3733,Female,N,Hispanic/Latino
3734,Female,N,Hispanic/Latino
3735,Male,N,Hispanic/Latino
3736,Female,N,Non Resident Alien
3737,Female,N,Hispanic/Latino
3738,Male,N,White
3739,Male,N,Hispanic/Latino
3740,Female,N,White
3741,Male,N,White
3742,Female,N,White
3743,Female,N,Hispanic/Latino
3744,Female,N,White
3745,Female,N,Asian
3746,Female,N,White
3747,Male,N,White
3748,Male,N,White
3749,Male,Y,White
3750,Female,N,White
3751,Female,N,White
3752,Male,Y,White
3753,Female,N,Hispanic/Latino
3754,Female,N,White
3755,Female,N,Asian
3756,Female,N,White
3757,Male,N,White
3758,Male,N,White
3759,Male,N,Hispanic/Latino
3760,Male,N,White
3761,Male,N,Black or African American
3762,Female,N,Hispanic/Latino
3763,Female,N,White
3764,Female,N,Asian
3765,Male,N,Hispanic/Latino
3766,Female,N,White
3767,Female,N,Hispanic/Latino
3768,Male,Y,White
3769,Female,N,Black or African American
3770,Male,N,White
3771,Female,N,White
3772,Male,N,Black or African American
3773,Female,N,White
3774,Male,N,Black or African American
3775,Female,N,White
3776,Female,N,White
3777,Male,N,Hispanic/Latino
3778,Female,N,Black or African American
3779,Female,N,Hispanic/Latino
3780,Male,N,Black or African American
3781,Male,N,White
3782,Male,N,White
3783,Male,Y,White
3784,Female,N,White
3785,Male,Y,Black or African American
3786,Female,N,White
3787,Female,N,Two or More Races
3788,Female,N,Black or African American
3789,Male,Y,White
3790,Male,N,White
3791,Female,N,White
3792,Male,N,White
3793,Female,Y,White
3794,Male,N,White
3795,Female,N,Black or African American
3796,Female,N,Hispanic/Latino
3797,Male,N,White
3798,Male,N,White
3799,Female,N,White
3800,Male,N,White
3801,Female,N,Two or More Races
3802,Female,N,White
3803,Female,N,White
3804,Female,N,White
3805,Female,N,White
3806,Female,N,White
3807,Male,N,Black or African American
3808,Female,Y,Black or African American
3809,Female,N,White
3810,Female,N,White
3811,Female,N,White
3812,Female,N,White
3813,Male,N,White
3814,Female,N,White
3815,Female,N,White
3816,Male,N,White
3817,Female,Y,White
3818,Female,N,White
3819,Male,Y,White
3820,Female,N,White
3821,Female,N,White
3822,Female,N,Hispanic/Latino
3823,Male,N,White
3824,Female,N,White
3825,Male,N,White
3826,Female,N,
3827,Male,N,American Indian/Alaska Native
3828,Female,N,White
3829,Male,N,White
3830,Male,N,Not Available
3831,Female,N,White
3832,Female,N,White
3833,Female,N,Native Hawaiian/Pacific Islander
3834,Male,Y,White
3835,Female,N,White
3836,Female,N,White
3837,Male,N,White
3838,Female,N,Asian
3839,Male,N,White
3840,Male,N,Hispanic/Latino
3841,Female,N,Asian
3842,Male,N,Black or African American
3843,Male,N,White
3844,Female,Y,Hispanic/Latino
3845,Female,N,White
3846,Female,N,White
3847,Male,N,White
3848,Male,Y,White
3849,Male,N,White
3850,Male,Y,Hispanic/Latino
3851,Female,N,White
3852,Female,N,White
3853,Female,N,White
3854,Female,N,Hispanic/Latino
3855,Male,N,Hispanic/Latino
3856,Female,N,White
3857,Female,N,Black or African American
3858,Male,N,Asian
3859,Female,N,Black or African American
3860,Male,N,Hispanic/Latino
3861,Female,N,White
3862,Female,N,White
3863,Female,N,Asian
3864,Male,N,White
3865,Male,N,White
3866,Male,N,White
3867,Male,N,White
3868,Female,N,White
3869,Male,N,Black or African American
3870,Male,N,Non Resident Alien
3871,Male,N,White
3872,Female,N,Black or African American
3873,Female,N,Not Available
3874,Male,N,Black or African American
3875,Female,N,White
3876,Female,N,Hispanic/Latino
3877,Female,N,White
3878,Male,N,White
3879,Male,N,White
3880,Female,N,Hispanic/Latino
3881,Female,N,White
3882,Female,N,Black or African American
3883,Female,N,Not Available
3884,Female,N,White
3885,Female,N,Hispanic/Latino
3886,Male,N,Asian
3887,Female,N,Hispanic/Latino
3888,,N,
3889,Female,N,Black or African American
3890,Female,N,Hispanic/Latino
3891,Male,N,White
3892,Female,N,White
3893,Female,N,White
3894,Female,N,White
3895,Female,N,Two or More Races
3896,Male,N,Black or African American
3897,Female,N,White
3898,Female,N,Black or African American
3899,Female,N,Hispanic/Latino
3900,Male,N,Hispanic/Latino
3901,Female,N,White
3902,Female,N,White
3903,Male,N,White
3904,Female,N,Hispanic/Latino
3905,Female,N,White
3906,Female,N,Hispanic/Latino
3907,Female,N,Not Available
3908,Male,N,White
3909,Male,N,White
3910,Female,N,White
3911,Female,N,White
3912,Female,N,White
3913,Male,N,White
3914,Female,N,Non Resident Alien
3915,Male,N,Hispanic/Latino
3916,Male,N,White
3917,Female,N,White
3918,Male,N,Black or African American
3919,Male,N,White
3920,Female,N,Hispanic/Latino
3921,Male,N,White
3922,Male,N,White
3923,Male,N,Hispanic/Latino
3924,Female,N,Non Resident Alien
3925,Male,N,White
3926,Female,N,Hispanic/Latino
3927,Male,N,Non Resident Alien
3928,Male,N,White
3929,Female,N,White
3930,Female,N,White
3931,Female,N,White
3932,Female,N,White
3933,Female,N,White
3934,Female,N,White
3935,Female,N,Hispanic/Latino
3936,Female,Y,White
3937,Male,N,White
3938,Female,N,Hispanic/Latino
3939,Female,N,White
3940,Male,N,Non Resident Alien
3941,Male,N,White
3942,Female,Y,Asian
3943,Female,N,White
3944,Female,N,Asian
3945,Female,N,White
3946,Male,N,Black or African American
3947,Male,N,White
3948,Female,N,White
3949,Male,N,Non Resident Alien
3950,Male,N,Two or More Races
3951,Male,N,White
3952,Female,N,Black or African American
3953,Female,N,American Indian/Alaska Native
3954,Female,N,Asian
3955,Female,N,Black or African American
3956,Male,Y,White
3957,Male,N,White
3958,Female,N,Not Available
3959,Female,N,White
3960,Male,N,White
3961,Female,N,Black or African American
3962,Female,N,White
3963,Female,N,Two or More Races
3964,Male,N,Black or African American
3965,Male,N,White
3966,Male,N,White
3967,Male,N,White
3968,Female,N,White
3969,Female,N,White
3970,Female,N,White
3971,Male,N,Black or African American
3972,Female,N,Black or African American
3973,Female,N,Black or African American
3974,Female,N,Hispanic/Latino
3975,Female,N,White
3976,Female,N,White
3977,Male,N,Hispanic/Latino
3978,Female,N,White
3979,Female,N,Asian
3980,Female,N,Black or African American
3981,Female,N,White
3982,Female,N,White
3983,Male,N,White
3984,Female,N,White
3985,Female,N,White
3986,Female,Y,Hispanic/Latino
3987,Female,N,White
3988,Female,N,White
3989,Female,N,White
3990,Male,N,Hispanic/Latino
3991,Female,N,Black or African American
3992,Female,N,White
3993,Male,N,Asian
3994,Male,N,White
3995,Female,N,Hispanic/Latino
3996,Male,N,White
3997,Female,N,American Indian/Alaska Native
3998,Female,N,White
3999,Female,N,White
4000,Female,N,White
4001,Female,N,Black or African American
4002,Female,N,White
4003,Female,N,White
4004,Female,N,White
4005,Female,N,White
4006,Male,N,White
4007,Male,N,White
4008,Female,N,Black or African American
4009,Female,N,Hispanic/Latino
4010,Male,N,Black or African American
4011,Female,N,White
4012,Female,N,White
4013,Male,N,White
4014,Female,N,Hispanic/Latino
4015,Female,N,White
4016,Female,N,Black or African American
4017,Female,N,White
4018,Female,N,White
4019,Male,N,White
4020,Female,N,White
4021,Female,N,White
4022,Female,N,White
4023,Female,N,White
4024,Female,N,White
4025,Female,N,White
4026,Female,N,White
4027,Male,N,White
4028,Female,N,White
4029,Female,N,White
4030,Female,N,Asian
4031,Male,N,White
4032,Female,N,Black or African American
4033,Male,Y,White
4034,Male,N,White
4035,Female,N,White
4036,Male,N,White
4037,Female,N,White
4038,Male,N,White
4039,Female,N,Two or More Races
4040,Male,N,White
4041,Male,Y,White
4042,Male,Y,White
4043,Female,N,White
4044,Male,N,Non Resident Alien
4045,Female,N,White
4046,Male,N,White
4047,Male,N,White
4048,Male,N,White
4049,Female,Y,White
4050,Female,N,Black or African American
4051,Female,N,White
4052,Female,N,White
4053,Female,Y,White
4054,Female,N,White
4055,Female,N,White
4056,Female,N,White
4057,Female,N,White
4058,Female,N,White
4059,Female,N,White
4060,Female,N,White
4061,Female,N,White
4062,Female,N,White
4063,Male,N,White
4064,Male,Y,Hispanic/Latino
4065,Female,Y,Hispanic/Latino
4066,Male,N,White
4067,Female,N,Not Available
4068,Female,N,Black or African American
4069,Female,N,White
4070,Female,N,White
4071,Female,N,White
4072,Female,N,White
4073,Female,N,White
4074,Male,Y,White
4075,Male,N,White
4076,Female,N,White
4077,Female,N,American Indian/Alaska Native
4078,Male,Y,White
4079,Male,N,White
4080,Female,N,White
4081,Female,N,Two or More Races
4082,Male,N,Black or African American
4083,Female,N,Black or African American
4084,Female,N,White
4085,Female,N,White
4086,Female,N,Hispanic/Latino
4087,Female,N,Hispanic/Latino
4088,Female,N,Asian
4089,Female,N,Hispanic/Latino
4090,Female,N,White
4091,Female,N,Two or More Races
4092,Female,N,White
4093,Female,N,White
4094,Female,N,White
4095,Female,N,White
4096,Female,N,White
4097,Female,N,Hispanic/Latino
4098,Female,N,White
4099,Male,N,White
4100,Female,N,White
4101,Female,N,Black or African American
4102,Male,N,Asian
4103,Female,N,Non Resident Alien
4104,Female,N,White
4105,Female,N,Hispanic/Latino
4106,Female,N,Hispanic/Latino
4107,Female,N,Hispanic/Latino
4108,Female,N,Non Resident Alien
4109,Male,N,White
4110,Female,N,White
4111,Female,N,White
4112,Female,N,Asian
4113,Female,N,White
4114,Female,N,White
4115,Female,N,Two or More Races
4116,Female,N,White
4117,Female,N,White
4118,Female,N,Non Resident Alien
4119,Male,N,White
4120,Female,N,White
4121,Female,N,Two or More Races
4122,Female,N,White
4123,Female,N,White
4124,Female,N,White
4125,Female,N,Hispanic/Latino
4126,Female,N,White
4127,Female,N,Hispanic/Latino
4128,Female,N,White
4129,Female,N,White
4130,Female,N,White
4131,Female,N,White
4132,Male,N,Hispanic/Latino
4133,Female,N,Asian
4134,Female,N,White
4135,Female,N,White
4136,Female,N,White
4137,Female,N,White
4138,Female,N,White
4139,Male,N,Hispanic/Latino
4140,Male,N,White
4141,Female,N,Two or More Races
4142,Male,N,White
4143,Female,N,White
4144,Female,N,Black or African American
4145,Male,N,White
4146,Male,N,White
4147,Female,N,White
4148,Female,N,White
4149,Female,N,White
4150,Female,N,Asian
4151,Female,N,White
4152,Female,N,White
4153,Male,N,Asian
4154,Male,N,White
4155,Female,N,Hispanic/Latino
4156,Female,N,White
4157,Female,N,Black or African American
4158,Female,N,White
4159,Female,N,Hispanic/Latino
4160,Female,N,White
4161,Female,N,White
4162,Female,N,White
4163,Female,N,White
4164,Female,N,Hispanic/Latino
4165,Female,N,White
4166,Female,N,Hispanic/Latino
4167,Female,N,White
4168,Female,N,Hispanic/Latino
4169,Female,N,White
4170,Female,N,White
4171,Female,N,Black or African American
4172,Female,N,Non Resident Alien
4173,Female,N,White
4174,Male,Y,White
4175,Female,N,White
4176,Female,N,White
4177,Female,N,Non Resident Alien
4178,Female,N,Hispanic/Latino
4179,Female,N,White
4180,Female,Y,White
4181,Male,Y,American Indian/Alaska Native
4182,Male,N,White
4183,Male,N,Hispanic/Latino
4184,Female,N,White
4185,Male,N,American Indian/Alaska Native
4186,Female,N,White
4187,Female,N,White
4188,Male,Y,White
4189,Female,N,White
4190,Female,N,White
4191,Female,N,White
4192,Female,N,Black or African American
4193,Female,N,White
4194,Male,Y,White
4195,Female,N,White
4196,Male,N,White
4197,Male,N,Black or African American
4198,Male,N,White
4199,Female,N,Black or African American
4200,Female,N,White
4201,Female,Y,Hispanic/Latino
4202,Male,N,White
4203,Female,N,White
4204,Female,N,White
4205,Female,N,White
4206,Female,N,Non Resident Alien
4207,Male,Y,White
4208,Female,N,Hispanic/Latino
4209,Female,N,White
4210,Female,N,Black or African American
4211,Female,N,White
4212,Male,N,White
4213,Female,N,White
4214,Female,N,Black or African American
4215,Male,N,Two or More Races
4216,Female,N,Black or African American
4217,Male,Y,White
4218,Female,N,White
4219,Male,N,Black or African American
4220,Female,N,Hispanic/Latino
4221,Male,N,White
4222,Female,N,White
4223,Female,N,Hispanic/Latino
4224,Male,N,White
4225,Female,N,Black or African American
4226,Male,N,Hispanic/Latino
4227,Female,N,Two or More Races
4228,Male,N,White
4229,Female,N,Not Available
4230,Male,N,White
4231,Male,Y,White
4232,Male,N,White
4233,Female,N,Black or African American
4234,Female,N,Hispanic/Latino
4235,Male,N,Two or More Races
4236,Female,N,Hispanic/Latino
4237,Female,N,White
4238,Female,Y,White
4239,Female,N,White
4240,Female,N,White
4241,Female,N,White
4242,Female,N,White
4243,Female,N,White
4244,Male,Y,White
4245,Male,N,Hispanic/Latino
4246,Female,N,Hispanic/Latino
4247,Male,Y,White
4248,Female,N,Black or African American
4249,Female,N,White
4250,Male,N,White
4251,Female,N,White
4252,Female,N,White
4253,Male,N,Hispanic/Latino
4254,Female,N,White
4255,Female,N,Native Hawaiian/Pacific Islander
4256,Female,N,Black or African American
4257,Female,N,Hispanic/Latino
4258,Male,Y,White
4259,Male,N,White
4260,Female,Y,Not Available
4261,Female,N,White
4262,Male,N,Hispanic/Latino
4263,Female,N,White
4264,Female,N,Asian
4265,Female,N,White
4266,Female,N,Asian
4267,Female,N,White
4268,Female,N,White
4269,Male,N,White
4270,Female,N,White
4271,Male,N,White
4272,Female,N,White
4273,Female,N,White
4274,Male,N,Hispanic/Latino
4275,Male,Y,White
4276,Male,N,Black or African American
4277,Male,Y,Hispanic/Latino
4278,Female,N,White
4279,Male,N,White
4280,Female,N,Native Hawaiian/Pacific Islander
4281,Male,Y,Black or African American
4282,Male,N,Asian
4283,Female,N,Hispanic/Latino
4284,Female,N,Hispanic/Latino
4285,Female,N,White
4286,Female,N,Black or African American
4287,Female,N,White
4288,Female,N,Black or African American
4289,Female,N,White
4290,Female,N,Hispanic/Latino
4291,Female,N,Hispanic/Latino
4292,Male,Y,White
4293,Male,N,White
4294,Male,Y,Hispanic/Latino
4295,Female,N,Hispanic/Latino
4296,Female,N,White
4297,Male,N,White
4298,Female,N,White
4299,Female,N,Hispanic/Latino
4300,Male,Y,White
4301,Female,N,Black or African American
4302,Male,Y,Asian
4303,Male,N,White
4304,Male,N,White
4305,Male,Y,White
4306,Male,Y,White
4307,Male,N,White
4308,Male,N,White
4309,Male,N,White
4310,Female,N,Black or African American
4311,Female,N,Asian
4312,Female,N,White
4313,Female,N,White
4314,Female,N,White
4315,Female,N,White
4316,Female,N,Hispanic/Latino
4317,Female,N,White
4318,Female,N,White
4319,Female,N,White
4320,Female,N,Black or African American
4321,Female,N,Asian
4322,Male,Y,White
4323,Male,N,White
4324,Male,N,White
4325,Male,N,White
4326,Male,Y,Asian
4327,Female,N,White
4328,Female,N,Black or African American
4329,Female,N,White
4330,Female,N,White
4331,Female,N,Not Available
4332,Female,Y,White
4333,Female,N,Hispanic/Latino
4334,Female,N,Black or African American
4335,Female,N,White
4336,Female,N,American Indian/Alaska Native
4337,Female,N,Black or African American
4338,Female,N,White
4339,Female,Y,White
4340,Male,N,Black or African American
4341,Female,N,Non Resident Alien
4342,Male,N,Hispanic/Latino
4343,Male,N,Black or African American
4344,Male,N,Not Available
4345,Male,N,White
4346,Male,N,White
4347,Male,N,White
4348,Female,N,White
4349,Female,N,White
4350,Female,N,Black or African American
4351,Female,N,White
4352,Female,N,Black or African American
4353,Female,N,Black or African American
4354,Female,N,White
4355,Female,N,White
4356,Male,N,Hispanic/Latino
4357,Male,N,White
4358,Female,N,White
4359,Female,N,White
4360,Male,N,Hispanic/Latino
4361,Male,N,Hispanic/Latino
4362,Male,N,White
4363,Female,N,Asian
4364,Female,Y,White
4365,Female,N,Black or African American
4366,Male,N,White
4367,Male,N,White
4368,Female,N,White
4369,Female,N,White
4370,Male,N,Hispanic/Latino
4371,Female,N,Hispanic/Latino
4372,Male,N,Asian
4373,Female,N,Black or African American
4374,Female,N,Black or African American
4375,Male,N,White
4376,Male,N,Hispanic/Latino
4377,Female,N,Black or African American
4378,Female,N,Non Resident Alien
4379,Female,N,Black or African American
4380,Female,N,Black or African American
4381,Female,N,Hispanic/Latino
4382,Female,N,White
4383,Female,N,White
4384,Female,N,White
4385,Female,N,White
4386,Female,N,Not Available
4387,Female,N,Two or More Races
4388,Male,N,White
4389,Male,Y,White
4390,Male,N,Black or African American
4391,Female,N,White
4392,Female,N,White
4393,Female,N,White
4394,Female,N,White
4395,Male,N,White
4396,Male,N,Hispanic/Latino
4397,Female,N,Black or African American
4398,Male,N,White
4399,Male,Y,Asian
4400,Female,N,White
4401,Male,N,Black or African American
4402,Male,N,White
4403,Female,N,White
4404,Male,N,White
4405,Female,N,White
4406,Male,N,White
4407,Male,N,White
4408,Female,N,Hispanic/Latino
4409,Female,N,White
4410,Female,N,Hispanic/Latino
4411,Female,N,Hispanic/Latino
4412,Male,N,Two or More Races
4413,Male,N,White
4414,Female,N,White
4415,Male,N,White
4416,Female,N,White
4417,Female,N,White
4418,Female,N,Black or African American
4419,Female,N,White
4420,Female,N,White
4421,Female,N,White
4422,Male,N,White
4423,Male,N,Not Available
4424,Male,N,White
4425,Male,N,White
4426,Female,N,White
4427,Female,N,Two or More Races
4428,Male,N,White
4429,Male,N,White
4430,Female,N,Non Resident Alien
4431,Female,N,White
4432,Female,N,White
4433,Female,N,Hispanic/Latino
4434,Female,N,White
4435,Female,N,Two or More Races
4436,Male,N,Two or More Races
4437,Female,N,Hispanic/Latino
4438,Female,N,Black or African American
4439,Female,N,Hispanic/Latino
4440,Male,N,White
4441,Male,N,White
4442,Female,N,White
4443,Female,N,Black or African American
4444,Female,Y,Hispanic/Latino
4445,Female,N,White
4446,Female,N,White
4447,Male,N,White
4448,Male,N,White
4449,Male,Y,Two or More Races
4450,Male,N,White
4451,Male,N,White
4452,Male,N,White
4453,Female,N,White
4454,Male,N,White
4455,Male,N,White
4456,Male,N,White
4457,Male,N,White
4458,Male,N,White
4459,Male,N,White
4460,Male,Y,White
4461,Male,N,White
4462,Female,N,White
4463,Female,N,Hispanic/Latino
4464,Female,N,White
4465,Male,N,White
4466,Female,N,White
4467,Female,N,White
4468,Male,Y,White
4469,Male,N,White
4470,Male,Y,Black or African American
4471,Male,N,White
4472,Male,N,White
4473,Male,Y,White
4474,Male,N,White
4475,Female,N,White
4476,Female,N,White
4477,Male,Y,White
4478,Male,N,White
4479,Female,N,White
4480,Female,N,Hispanic/Latino
4481,Male,N,White
4482,Female,N,White
4483,Female,N,White
4484,Female,N,White
4485,Female,N,Non Resident Alien
4486,Female,Y,White
4487,Female,N,White
4488,Female,N,Two or More Races
4489,Female,N,White
4490,Female,N,Non Resident Alien
4491,Female,N,White
4492,Female,N,White
4493,Male,N,White
4494,Female,N,White
4495,Female,N,White
4496,Female,N,White
4497,Female,N,Asian
4498,Male,N,White
4499,Female,N,White
4500,Female,N,White
4501,Female,N,White
4502,Female,N,White
4503,Female,N,White
4504,Female,N,White
4505,Male,N,White
4506,Female,N,White
4507,Female,N,Hispanic/Latino
4508,Female,N,White
4509,Female,N,White
4510,Female,N,Asian
4511,Female,N,White
4512,Female,N,Black or African American
4513,Female,N,Hispanic/Latino
4514,Female,N,White
4515,Female,N,Hispanic/Latino
4516,Female,N,Black or African American
4517,Female,N,Hispanic/Latino
4518,Female,N,Hispanic/Latino
4519,Female,N,Hispanic/Latino
4520,Female,N,White
4521,Female,N,White
4522,Female,N,White
4523,Female,N,White
4524,Female,N,White
4525,Female,N,Non Resident Alien
4526,Male,N,Hispanic/Latino
4527,Female,N,Hispanic/Latino
4528,Female,N,White
4529,Female,N,White
4530,Female,N,White
4531,Female,N,Non Resident Alien
4532,Female,N,White
4533,Female,N,White
4534,Female,N,White
4535,Female,N,White
4536,Female,N,White
4537,Female,Y,Black or African American
4538,Female,N,White
4539,Male,N,Hispanic/Latino
4540,Female,N,Black or African American
4541,Female,N,White
4542,Female,N,White
4543,Female,N,White
4544,Female,N,White
4545,Female,N,White
4546,Female,N,White
4547,Female,N,Black or African American
4548,Female,N,White
4549,Female,N,White
4550,Female,N,White
4551,Female,N,White
4552,Female,Y,Black or African American
4553,Female,N,White
4554,Female,N,White
4555,Male,N,Not Available
4556,Female,N,White
4557,Female,N,White
4558,Female,N,White
4559,Female,N,White
4560,Male,N,Black or African American
4561,Male,N,White
4562,Female,N,Non Resident Alien
4563,Female,Y,White
4564,Female,N,White
4565,Male,N,White
4566,Male,Y,White
4567,Male,N,Black or African American
4568,Female,N,White
4569,Female,N,White
4570,Male,Y,Two or More Races
4571,Female,N,White
4572,Female,N,Hispanic/Latino
4573,Male,N,White
4574,Female,N,White
4575,Male,N,Hispanic/Latino
4576,Female,N,White
4577,Male,N,Two or More Races
4578,Female,N,White
4579,Female,N,Black or African American
4580,Female,N,Hispanic/Latino
4581,Male,N,White
4582,Male,N,White
4583,Female,N,White
4584,Male,N,White
4585,Male,N,White
4586,Male,N,White
4587,Female,N,White
4588,Female,N,White
4589,Male,N,Hispanic/Latino
4590,Male,N,White
4591,Male,N,White
4592,Male,N,White
4593,Female,N,White
4594,Female,N,White
4595,Female,N,Hispanic/Latino
4596,Male,Y,White
4597,Male,Y,White
4598,Female,N,Black or African American
4599,Male,N,White
4600,Male,N,Asian
4601,Female,N,White
4602,Female,N,White
4603,Female,N,Hispanic/Latino
4604,Female,N,White
4605,Male,N,White
4606,Male,N,Hispanic/Latino
4607,Female,N,White
4608,Male,Y,White
4609,Female,N,Black or African American
4610,Male,N,White
4611,Male,N,White
4612,Male,Y,Hispanic/Latino
4613,Male,N,White
4614,Female,N,White
4615,Female,N,Black or African American
4616,Male,Y,White
4617,Female,N,White
4618,Female,N,Hispanic/Latino
4619,Male,N,White
4620,Male,N,Hispanic/Latino
4621,Female,N,White
4622,Male,N,White
4623,Female,N,White
4624,Male,N,White
4625,Male,Y,Hispanic/Latino
4626,Male,N,White
4627,Male,N,White
4628,Female,N,Hispanic/Latino
4629,Female,N,White
4630,Male,Y,White
4631,Male,Y,White
4632,Male,N,Hispanic/Latino
